src,trg,Baseline,Fine-tuned,trg_swapped,Token Swap,TS Fine-tuned,Baseline_BLEURT,Fine-tuned_BLEURT,Token Swap_BLEURT,TS Fine-tuned_BLEURT
"Since James’ injury, they have the fourth-best defensive rating in the league.",自從占姆士受傷之後，佢哋喺聯賽入面有第四好嘅防守率。,"After the injury of Zamora, they had the fourth-best defense in the league.","Since James' injury, they have had the fourth-best defense in the league.",自从占姆士受伤之后，他哋在聯賽入脸有第四好的防守率。,"After the injury, he was placed in the fourth position in the league.",They have the fourth-best defense in the league since James was injured.,0.5961813926696777,0.8044620752334595,0.566417396068573,0.7657299041748047
Sober living homes also serve as stepping stones to modern society for recently released prison or jail prisoners.,清醒屋同時都係一個過渡性居所，俾最近出獄嘅囚犯慢慢適應返現代社會。,The house was also a transitional residence for prisoners who had recently been released from prison and were slowly adapting to modern society.,The sober living home is also a transitional home for inmates who have recently been released from prison and who are trying to adjust to modern life.,清醒房子和時也是一那个過渡性居所，俾最近出獄的囚犯慢慢适应返現代社会。,The prison is also a temporary shelter for prisoners who have recently been released from prison and are slowly adapting to modern life.,The sober living home is also a transitional home for inmates who have recently been released from prison and who are trying to adjust to modern life.,0.5852921605110168,0.6779299378395081,0.511287271976471,0.6779299378395081
"Some of these unkind words include retarded, idiot, stupid and dumb.",其中有啲唔友善嘅詞語包括智障、白痴、傻瓜同蠢蛋。,"Some of the unfriendly words included mentally ill, idiot, fool, and fool.","Some of the unfriendly words include mentally retarded, idiot, fool, and idiot.",其中有啲不友善的詞語包括智障、白痴、傻瓜和蠢蛋。,"Some of the unfriendly words included mentally ill, idiot, fool, and fool.","Some of the unfriendly words include mentally retarded, idiot, fool, and idiot.",0.6177487969398499,0.6868752837181091,0.6177487969398499,0.6868752837181091
"Sometimes they went to bed together, straight away, nothing said.",有時佢哋一齊上床訓覺，即刻就訓，完全無嘢講。,"They are often in bed together, and they talk about it all the time.","Sometimes they would go to bed together and sleep, and they would do so immediately, without talking about anything.",有時他哋一齊上床訓覺，马上就訓，完全無东西说。,"They are often in bed with each other, and they are not able to speak.","Sometimes they would go to bed together and pray, and then they would pray without saying anything.",0.5511521100997925,0.7041839361190796,0.5359643697738647,0.6610886454582214
St. John’s wort is a remedy for seizures and is good for liver health.,聖約翰草係治療癲癇症嘅藥材，亦有益肝臟健康。,St. John's wort is used to treat epilepsy and is beneficial for liver health.,St. John's wort is used to treat epilepsy and is also beneficial for livers.,聖約翰草是治療疯癇症的药材，亦有益肝臟健康。,St. John's wort is a medicinal herb for the treatment of dementia and is also beneficial for liver health.,St. John's wort is used to treat rabies and is also beneficial for livers.,0.777069628238678,0.7518195509910583,0.7386928200721741,0.7323291897773743
"Stack the pillow on top of the mat, then wrap the strap around this bundle.",將枕頭疊喺張墊上面，然後用條帶綁埋成件嘢。,The pillow is then placed on the top of the pillow and bound with a band.,Fold the pillow over the pad and tie the piece together with a ribbon.,將枕头叠在張墊上面，然后用條帶綁埋成件东西。,"The pillows were folded over the cushions, and the pieces were tied together with tape.",Fold the pillow over the pad and tie the whole thing together with a ribbon.,0.5466470718383789,0.6620474457740784,0.5775312185287476,0.6647318005561829
Struggle is required in each field of work to achieve success.,每一個行業都要努力奮鬥先可以獲得成功。,Every industry has to work hard to succeed.,Every industry has to work hard and struggle to succeed.,每一那个走業都要努力奋斗先可以获得成功。,Everyone who goes to work to fight first to succeed.,Everyone who wants to succeed must work hard and fight hard.,0.8110242486000061,0.7720163464546204,0.5869615077972412,0.7192148566246033
"Substandard identification, recording, and reporting procedures.",辨識、記錄同報告程序質量唔達標。,"The quality of the identification, recording and reporting procedures is not satisfactory.","Identification, recording, and reporting processes are not up to standard.",辨識、記錄和报告程序質量不達標。,"The quality of the procedures for identifying, recording and reporting was not satisfactory.","Identification, recording and reporting processes were not up to standard.",0.7737541198730469,0.799381673336029,0.7546301484107971,0.7702506184577942
Superior grip and slip-resistance thanks to surface patterns and large contact area.,多得表面嘅紋理同大接觸面積，令到手感好好同防滑。,"The surface of the blade is smooth and smooth, with a good grip and a good grip.",The added texture and large contact area of the surface makes it feel good in the hand and not slip.,多行表面的紋理和大接觸脸積，使得手感好好和防滑。,The texture of the multi-row surface and the large contact volume make the hand feel good and non-slip.,The texture of the multi-layer surface and the large contact area make it feel good in the hand and not slip.,0.47007977962493896,0.6033380627632141,0.5181396007537842,0.5989462733268738
"Tap to mine diamonds and dig gold, hunt rare prey, chop trees and craft epic gear.",點擊嚟開採鑽石同挖金，狩獵稀有獵物，斬樹同打造強勁嘅裝備。,"Click to mine diamonds and gold, hunt rare game, cut down trees and build powerful equipment.","Click to mine diamonds and gold, hunt for rare game, cut down trees, and craft powerful gear.",点擊嚟開採鑽石和挖金，狩獵稀有猎物，斬树和打造強勁的裝備。,"Click to mine diamonds and gold, hunt rare game, cut down trees and build powerful equipment.","Click to mine diamonds and gold, hunt for rare game, cut down trees, and craft powerful gear.",0.6287867426872253,0.6664905548095703,0.6287867426872253,0.6664905548095703
"Tender cabbage, fluffy potato gnocchi, and smoky sausage swim in a creamy, cheesy beer soup base.",嫩嫩嘅椰菜，鬆軟嘅薯仔玉棋，同埋煙熏香腸浸喺一個奶油同芝士味好重嘅啤酒湯底入面。,"The tender coconuts, tender potatoes and smoked sausages are dipped in a creamy, cheesey beer soup.","Delicate coconuts, tender potato chips, and smoked smoked pork dipped in a creamy, cheese-laden beer soup.",嫩嫩的卷心菜，松散软的土豆玉棋，和埋煙熏香腸浸在一那个奶油和奶酪味好重的啤酒汤底入脸。,"The tender rolls of cabbage, the soft potatoes and the smoked sausages dipped in the creamy, cheesey beer soup.","The tender rolls of pork, the loose potato chips, and the smoked smoked pork dipped in the creamy, cheese-smelling beer soup.",0.6135130524635315,0.5874530076980591,0.6480318307876587,0.5230147242546082
"The accommodation comprises an open-plan reception room, a master bedroom, and a bathroom with a bath and separate shower unit.",呢個住所有開放式接待室、主臥室同埋帶有浴缸同獨立淋浴間嘅浴室。,"It houses all the open plan reception rooms, the master bedroom and the bathroom with a bathtub and separate shower.","This one houses all open plan reception area, master bedroom and bathroom with bath and separate shower.",这个居住所有開放式接待室、主臥室和埋帶有浴缸和独立淋浴間的浴室。,"This residence comprises all open plan reception rooms, master bedroom and en suite bathroom with bath and separate shower.","This residence features an open plan reception area, master bedroom and en-suite bathroom with bathtub and separate shower.",0.7421087026596069,0.726114809513092,0.7538450360298157,0.7794192433357239
"The hike was gorgeous (and steep!), but invigorating to take in the majestic scenery—the float was a blast too.",呢次行山好正 (同好斜！)，但見到咁壯麗嘅風景真係心曠神怡 - 飄浮嘅經歷都好刺激。,"The hike was straight (and sloping!), but it was a joy to see such a beautiful landscape - the experience of floating was exciting.","The hike was straight (and sloping!), but it was a thrill to see such a stunning view - and the floating experience was a thrill.",呢次走山好正 (和好陡！)，但看到咁壮丽的风景真的心曠神怡 - 飄浮的經歷都好刺激。,"The climb was straight (and steep!), but the view was so beautiful that it was a real pleasure to see it - the experience of floating was exciting.","The hike was straight (and steep!), but the view was breathtaking - and the floating was a thrill.",0.6549165844917297,0.6600489020347595,0.6727352738380432,0.6606240272521973
"The introduction of a rigid salary ceiling, with exceptions for one or two star players;",引入一個嚴格嘅人工上限，除咗一或兩個明星隊員會有例外；,"Introduce a strict artificial ceiling, with exceptions for one or two star players;","Introduce a strict pay cap, with exceptions for one or two star players;",引入一那个严格的人工上限，除了一或兩那个明星隊員会有例外；,"(a) Introduce a strict, artificial ceiling, with exceptions for one or two star players;","Introduce a strict pay cap, with exceptions for one or two star players;",0.6470898985862732,0.7986848950386047,0.6392972469329834,0.7986848950386047
The jobs generated would soon disappear in the grand scheme of things.,創造出嚟嘅工作機會好快就會係大計劃入面消失。,The jobs that were created would soon disappear into the big plans.,The jobs that are created are quickly lost in the larger scheme.,创造出嚟的工作机会好快就会是大计划入脸消失。,The jobs that are created will soon be lost to the big plans.,The jobs that were created would soon disappear in the face of the big plans.,0.6838453412055969,0.7293643951416016,0.6222888231277466,0.6776704788208008
"The kinetic connection of fingers, hand, arm, brain, and heart releases whatever truth lies waiting to be told.",手指、手、手臂、腦同心之間嘅動態聯繫，係會話到好多一路等緊你發掘嘅真相俾你知。,"The dynamic connection between fingers, hands, arms, and the brain and heart will tell you a long way about the truth you've discovered.","The dynamic connection between fingers, hands, arms, minds, and hearts is a story that lies ahead of you, waiting to be told.",手指、手、手臂、脑和心之间的動態聯繫，是会話到好多一路让紧你發挖的真照片俾你知。,"The dynamic connection between fingers, hands, arms, brain and heart is a conversation that takes you a long way to know the real picture you've dug out.","The dynamic connection between fingers, hands, arms, brains, and hearts is something that can tell you a lot about the real picture you're digging out.",0.6625226736068726,0.7212547659873962,0.6195367574691772,0.6798597574234009
The pig’s reputation as a filthy animal comes from its habit of rolling in mud to cool off.,豬係污糟嘅動物呢個形像，源自佢哋成日習慣喺泥入面轉嚟轉去降溫。,The image of pigs as dirty animals stems from their habit of turning into mud to cool down.,The image of pigs as dirty animals stems from their habit of constantly turning around in the dirt to cool down.,猪是肮脏的动物这个形像，源自他哋成日习惯在泥入脸转嚟转去降溫。,The image of pigs as dirty animals is derived from their habit of getting in mud and then returning to cool down.,The image of pigs as dirty animals stems from their habit of constantly turning their faces in the dirt to cool down.,0.7203779816627502,0.6883594989776611,0.7070105671882629,0.6749168038368225
"The plague ravaged the population and, in conjunction with famine, left them starving.",瘟疫肆虐人口，再加上飢荒，令佢哋非常飢餓。,"The population was devastated by the plague and famine, and the population was starving.","The plague plagued the people, and the famine left them in a state of extreme hunger.",瘟疫肆虐人口，再加上飢荒，令他哋非常飢餓。,"The population was devastated by the plague and famine, and the population was starving.","The plague plagued the people, and the famine left them in a state of extreme hunger.",0.7489594221115112,0.7436870336532593,0.7489594221115112,0.7436870336532593
The reason is the fear of failure to match the expectations of the teacher.,原因係擔心唔能夠達到老師嘅期望。,The reason is that they fear not meeting the expectations of their teachers.,The reason is fear of not meeting the teacher's expectations.,原因是担心不能夠达到老師的期望。,The reason is fear of not meeting the expectations of the teacher.,The reason is fear of not being able to meet the expectations of their teachers.,0.7553521990776062,0.812114417552948,0.8148906826972961,0.8073994517326355
The smallness of my cry was in comparison like the whisper of a ghost.,相比之下，我微弱嘅呼喊聲就好似鬼魂嘅耳語咁微不足道。,"In contrast, my weak scream is as insignificant as the voice of a ghost.","In contrast, my faint crying sounds like the sound of a ghost's ear.",照片比之下，我微弱的呼哭声音就好像鬼魂的耳語咁微不足道。,"In contrast to the photograph, my faint crying sounds as insignificant as the voice of a ghost.","Compared to the picture, my faint crying sounds like a ghost's ear.",0.6761631369590759,0.6507648229598999,0.6571258306503296,0.5700188279151917
The tick was attached to me for 24 hours and I developed a large rash afterwards.,啲跳蚤黐住咗我 24 個鐘，跟住之後我就起咗一大笪紅疹。,"The fleas stuck on me for 24 hours, and then I got a big rash.","The fleas stuck to me for 24 hours, and then I had a big, red rash.",啲跳蚤依附着咗我 24 那个钟，接着之后我就起咗一大笪紅疹。,"The fleas stuck to me for 24 hours, and then I got a big rash.","The fleas were attached to me for 24 hours, and then I had a big, red rash.",0.7130869030952454,0.70770663022995,0.7162678241729736,0.7023075222969055
Their basement was always filled with a treasure trove of fascinating and interesting items.,佢哋個地下室一直都係個寶藏咁，充滿住好多神奇同有趣嘅物品。,The basement is a treasure trove of magical and interesting objects.,Their basement was always a treasure trove of amazing and interesting things.,他哋那个地下室一直也是那个宝藏咁，充滿居住好多神奇和有趣的物品。,The basement was a treasure trove of magical and interesting objects.,"The basement was always a treasure trove of things, and it was home to a lot of amazing and interesting things.",0.6867157220840454,0.80826336145401,0.6972563862800598,0.7472425103187561
"These matches are chosen from all registered accounts, according to your settings.",呢啲配對係根據你嘅設定，由所有註冊帳戶入面揀出嚟。,These pairs are selected from all registered accounts according to your settings.,These matches are selected from all registered accounts based on your settings.,这些配对是根据你的设置，由所有注册帳戶入脸选出嚟。,These pairs are selected from all registered accounts based on your settings.,These matches are selected from all registered accounts based on your settings.,0.7408886551856995,0.8418595194816589,0.7519171237945557,0.8418595194816589
"These trackers detect motion while you’re lying down to figure out when you’re awake, lightly asleep, or in deep sleep.",呢啲追跡器可以喺你訓低果陣偵測動作嚟分辯你係醒咗、淺眠或者訓得好冧。,"These trackers can detect your movements during sleep to tell you if you are awake, asleep, or in a sleep apnea.","These trackers can detect movement in your sleep to tell if you are awake, in a deep sleep, or in a coma.",这些追跡器可以在你訓低果陣偵測動作嚟分辯你是醒来了、浅眠或者訓行好冧。,"These trackers can detect movements in your sleep-wake cycle to tell you if you are awake, in a deep sleep, or in a sleep-wake cycle.","These trackers can detect movement while you sleep to tell if you are awake, in a deep sleep, or in a sleep apnea.",0.720554769039154,0.7546648383140564,0.7314654588699341,0.744125485420227
"Thus, the connection between relationship status and exercise has received significant research attention.",因此，關係狀態同運動之間嘅關聯已經受到廣泛嘅研究關注。,"Therefore, the relationship between relational states and movement has been the subject of extensive research.","Therefore, the relationship between concern status and exercise has been the subject of extensive research.",因此，关系狀態和运动之间的關聯已经受到廣泛的研究關注。,"Therefore, the relationship between relational states and movement has been the subject of extensive research.","Therefore, the relationship between relationship status and exercise has been the subject of extensive research.",0.6596809029579163,0.7297782301902771,0.6596809029579163,0.7964267730712891
"To help gently grab a slippery puppy, either wear latex gloves or wrap a washcloth or hand towel around the exposed puppy.",為咗可以易啲輕輕咁拎起滑潺潺嘅狗仔，一係戴膠手套，或者用洗手布或手巾包住露咗出嚟嘅狗仔。,"To make it easier to lift a slippery dog, wear a glove or wrap the dog in a cloth or towel.","To help lift a slippery dog more easily, one way to do this is to wear plastic gloves or to wrap the dog in a washcloth or towel.",为咗可以易啲轻轻咁拎起滑潺潺的狗仔，一是戴膠手套，或者用洗手布或手巾包着露咗出嚟的狗仔。,"To make it easier to pick up a slippery dog, one way is to wear a glove or wrap the dog in a washcloth or towel.","To help lift a slippery dog more easily, wear plastic gloves or wrap the dog in a washcloth or towel.",0.6406933069229126,0.6596161723136902,0.6830524206161499,0.6499718427658081
To predict the nationality of the player who won the contest.,預測比賽獲勝者嘅國籍。,Predict the nationality of the winner of the match.,Predict the nationality of the winner of the game.,预测比赛獲勝者的国籍。,Predict the nationality of the winner of the match.,Predict the nationality of the winner of the game.,0.7748931050300598,0.7707497477531433,0.7748931050300598,0.7707497477531433
"True therapeutic benefits to relieve stress, calm and relax, aid sleep, boost your energy or lift your mood.",真正嘅治療效益可以減壓、鎮定放鬆、幫助睡眠、提升能量或者改善心情。,"Real therapeutic benefits can be stress relief, calming relaxation, helping sleep, boosting energy or improving mood.","Real therapeutic benefits can include reducing stress, calming relaxation, helping sleep, boosting energy, or improving mood.",真正的治療效益可以減壓、鎮定放松散、帮助助睡眠、提升能量或者改善心情。,"The real benefits of treatment can be stress relief, calming relaxation, helping sleep, boosting energy, or improving mood.","Real therapeutic benefits can include reducing stress, calming and relaxing, helping to sleep, boosting energy, or improving mood.",0.8134883046150208,0.8294675946235657,0.7943421006202698,0.8278480768203735
We don’t need to worry that God won’t forgive us if we sincerely repent of our compromise and turn the other way.,我哋唔洗擔心上帝唔原諒我哋，如果我哋誠心悔過同改過自新。,We do not fear that God will not forgive us if we sincerely repent and change.,We need not fear that God will not forgive us if we sincerely repent and change our ways.,我哋不洗担心上帝不原谅我哋，如果我哋誠心悔過和改過自新。,We do not fear that God will not forgive us if we sincerely repent and reform.,We are not afraid that God will not forgive us if we sincerely repent and change our ways.,0.7463082671165466,0.7928792834281921,0.7180647850036621,0.7716007828712463
"We might be inspired by books, concepts, or historical figures.",我哋可能會受到書本、概念或者歷史人物嘅啟發。,"We may be inspired by books, concepts, or historical figures.","We may be inspired by books, concepts, or historical figures.",我哋可能会受到书本、概念或者历史人物的啟發。,"We may be inspired by books, concepts or historical figures.","We may be inspired by books, concepts, or historical figures.",0.9278375506401062,0.9278375506401062,0.9035434126853943,0.9278375506401062
We will most likely see an extension of the current lockdown while our government ramps up the vaccination efforts.,我哋好大機會會延長現時嘅封鎖措施，同時我哋嘅政府正加快緊疫苗接種嘅工作。,"We are likely to extend the current lockdowns, while our government is accelerating vaccination efforts.","We are likely to extend our current lockdown measures, and our government is accelerating its vaccination drive.",我哋好大机会会延长現時的封锁措施，和時我哋的政府正加快紧疫苗接種的工作。,"We have a good chance of extending the current lockdowns, and our government is accelerating its efforts to tighten vaccination.",We are likely to extend our current lockdown measures as our government accelerates its vaccination drive.,0.7689008116722107,0.75031977891922,0.70731121301651,0.8027130961418152
"With the advent of sophisticated surveillance and technological innovation, a level of caution must be exercised.",隨住先進嘅監控同創新科技嘅出現，一定要謹慎行事。,The emergence of advanced monitoring and innovative technology requires caution.,"With the advent of advanced monitoring and innovative technologies, it is important to be careful.",隨居住先进的監控和创新科技的出现，一定要謹慎走事。,"With the emergence of advanced monitoring and innovative technology, it is necessary to be careful.","With the advent of advanced monitoring and innovative technologies, it is important to be careful.",0.7372043132781982,0.7801368236541748,0.767155110836029,0.7801368236541748
Withdrawal effects are small and more annoying than dangerous.,戒斷反應唔大，同埋係煩多過危險。,The withdrawal is not very effective and is more than dangerous.,"It's not a good response, and it's more of a nuisance than a danger.",戒斷反应不大，和埋是煩多過危险。,"The withdrawal reaction is not great, and the withdrawal is more trouble than danger.","The withdrawal was not very effective, and it was more of a nuisance than a danger.",0.572339653968811,0.5008980631828308,0.6000574827194214,0.6354773044586182
"You quickly dispatch three of the slowed humanoids with your bolts, their clumsy movements offering little sport.",你好快就用箭擊退咗嗰三隻慢吞吞嘅人形生物，佢哋咁論盡根本就無乜挑戰性。,"You quickly shoot back with arrows the three slowly swallowing puppets, and they are not challenging at all.","You quickly shoot back with your arrows at the three slow-eating antropomorphs, who seem to be no challenge at all.",你好快就用箭擊退咗嗰三隻慢吞吞的人形生物，他哋咁論盡根本就無乜挑战性。,"The three men are then forced to fight back against the three other men, who are not able to resist the force.","You quickly shoot back with your arrows at the three slow-eating humanoids, who seem to be no challenge at all.",0.45978671312332153,0.5011893510818481,0.3225286602973938,0.5356876254081726
